headline,year
I Started Woodworking to Meet the Man of My Dreams and Met These Single Women Instead,2016
My Arson Charges Don’t Define Me; I’m Also a Busy Mom,2016
Tattoos You’ll Explain To Strangers So Many Times They Lose All Meaning,2016
Make Your Blowout Last Longer By Sitting Quietly In An Empty Room,2016
4 Toning Exercises That Will Make You Squat Your Tampon Out,2016
Amazing Ways Face Serum Will Change Your Skin…Maybe? Do You See a Difference?,2016
Wow! This Man Stays Friends with All His Exes In Attempt to Fill the Gaping Void Where His Sense of Self Should Be,2016
10 Halloween Costume Ideas That Are Just Sheet Masks,2016
I Put Pumpkin in my Vagina Because It’s Fall and Why Not,2016
Man Couldn’t Possibly Know What You’re Going Through But Tells Lengthy Anecdote About It Anyway,2016
How to Clean Off the Cobwebs You Grew While Waiting For Him to Commit,2016
Show Him You Love Him By Letting Him Teach You How to Read,2016
"Torture Yourself With These Food Videos, You Psycho",2016
Woman Who Has No Time To Clean Room Spends Full Hour Searching For Other Shoe,2016
V-Neck Dresses Your Boobs Will Look Weird In,2016
I Keep Going Back To Him Because I Don’t Know How To Turn Off Recurring Events On My Google Calendar,2016
Luxurious Sweaters You’ll Wear Once And Never Dry Clean,2016
I’ll Only Role Play If You’ll Be Ty Pennington,2016
"Uh Oh, Britta Wrote a Song",2016
5 Hats To Feel Self-Conscious About All Night,2016
5 Things You Need to Tell Your Sex Therapist NOW So She Can Tell Her Friends,2016
I Always Find Time in My Busy Schedule to Try Fitting Both Fists in My Mouth,2016
Light Fall Jackets It’s Already Too Cold to Wear,2016
Jen’s Been Hitting The Paint Swatches a Little Too Hard Lately,2016
"Woman Posts Extensive Recovery Update on Facebook, Won’t Even Hint at What Happened",2016
Ugh! It Always Turns Out the Cute Hitchhiker I Picked Up Died 60 Years Ago Today,2016
4 Tiny Backpacks to Make You Look Like a Big Friendly Giant,2016
What The Best Eye Creams of 2011 Are Up to Now,2016
Dramatic Entrances to Draw Attention Away From Your Chronic Lateness,2016
"‘What Our Nation Needs Is Love and Understanding,’ Says Woman Not Registered to Vote",2016
Professional Outfits That Won’t Stop Men From Referring To You As A ‘Girl’,2016
It’s 2016. Are We Really Still Not Having Sex With Me?,2016
"Chill Ways to Ask Your Friends, ‘What is Makeup?’",2016
"I Don’t Need Validation From Men, I Need It From Everyone",2016
Fall’s Hottest Silhouette Is Alfred Hitchcock,2016
Did You Know? Knitting Voted #1 Most Stressful Stress Reliever,2016
Holiday Candles That Smell Just Like Your Years as a Feral Child of the Forest,2016
"Danielle Doesn’t Usually Post on Facebook, But This Is Important",2016
4 Ways Trump Might Concede That’s Some Shit Your Ex Would Pull,2016
"How to Not Kidnap Any Kids on Halloween, Not Even One",2016
4 Beautiful Bridal Trends That Will Make You Want to Fuck a Chair,2016
‘Finding Nemo’ Isn’t The Feminist Tour de Force That I Remember,2016
How To Balance All Your Hormones On Your Nose Like A Seal,2016
Five Female CEOs So Inspiring You’ll Almost Forget How Evil Their Corporations Are,2016
The Most Instagram-Worthy Vacation Spots for Hinting that You Got Fucked for a Week Straight,2016
Skincare Essentials to Keep In Your Filthy Fucking Makeup Bag,2016
I Got My Daughter A Pre-Natal Mani So Her Ultrasound Pic Would Look SNATCHED,2016
Man Successfully Reads Words On Woman’s Shirt To Her,2016
He Made a Gilmore Girls Reference So I Shoved Him Inside Me,2016
"Why I Stopped Wearing Tampons And Started Wearing A Diva Cup, Then Went Right Back To Tampons",2016
6 Hiking Outfits To Attract A Waifish Man,2016
Wow! This Guy Harassed Dana Then Endorsed Her For Editing On LinkedIn,2016
Woman’s Insomnia Linked To Weird Convo In 2004,2016
Does Your Dog Have Resting Bad Boy Face?,2016
4 Tarot Cards Way More Clarifying Than Anything Your Stupid Therapist Would Say,2016
Five Halloween Costumes To Wear To Have Your Marvel Knowledge Tested All Night,2016
"Fall-Themed Weddings That Say, ‘We Met On DeviantArt’",2016
"The Best Workout Clothes To Take Long, Fitful Naps In",2016
The Comfiest Turtlenecks To Retreat Into Once You Realize You’ve Overshared,2016
How To Lose Weight While Still Refusing to Drink Water,2016
"Hop Off My Dick, I’m Making a Mug Cake",2016
5 Hoodies He Had A Good Run With But Are Yours Now,2016
Guy on Tinder Won’t Stop Asking to See Your Private Email Server,2016
How To Clap Back at The Bee That Just Flew Into Your Room,2016
How To Get Your Teeth Halloween Ready,2016
13 Plans To Make In The 45 Seconds You Part Ways And Never Follow Up On,2016
I’m Not A Basic Bitch. I’m A Boring Woman.,2016
5 Feminist Aunts Who Keep Asking Why You’re Not Married,2016
Is It Cheating If I Time Traveled Through The Stones at Craigh na Dun?,2016
How To Reach Full Orgasm Just by Looking at His Pocket Square,2016
Fancy Kitchen Appliances to Assert Your Dominance Over Your Friends,2016
Old Timey Names to Ensure Your Daughter Makes Her Own Clothes,2016
Confirmed Idiot Jennifer Thinks ‘The Craft’ Is Just Okay,2016
"Aww, No Thank You—I Actually Ate an Entire Pumpkin, Rind and All, Before I Got Here",2016
"Holiday Outfits That Say, ‘Don’t Expect Grandchildren’",2016
From The Editorial Board: We Endorse Cunts,2016
Get His Attention With “ATTENTION!” In Your Email Subject Line,2016
Veggies You Can Just Toss Into a Slow Cooker and Forget About Forever,2016
Cosmetic Products That Are Slightly More Toxic Than His Masculinity,2016
"Wow! This Woman’s Response to Breastfeeding Shaming Was Almost Perfect, But We Have A Few Notes.",2016
Sarah’s Been Really Distant Ever Since She Disappeared In That Corn Maze,2016
Self-Proclaimed ‘Book Club Bad Girls’ Drink Three Bottles of Pinot Grigio in a Single Night,2016
How To Talk About Finances Without Dying,2016
8 Women Share Their Worst Date Experiences and All of Them Were With Brian,2016
4 Plaids to Prove Once and For All You’re Over That Summer Dick,2016
Truly Terrifying Costumes to Spook His Dick a Lil’ Bit,2016
"I Fell In Love With My Therapist, Who Is an Adult Coloring Book",2016
Fall Recipes You Can Whip Up While He’s Unhooking Your Bra,2016
100 Acts of Self-Care That Still Won’t Be Enough to Get You Through the Election,2016
"There’s More To Me Than My Dairy Allergy, But Not Much",2016
Are You a Curvy Gal or Just a Hot Wheels Track?,2016
"Yes I’m a Low-Maintenance Woman, But That Doesn’t Mean I’m Not a High-Maintenance Car",2016
"You Can Have Metallic Hair Now, You Slinky Bitch",2016
Nail Art Trends to Try When You Have 30 Free Hours,2016
5 Signs Each And Every One of You Is An Empath,2016
5 Tips to Stop Bloating That Are All ‘Do A Big Shit’,2016
Jack-O’-Lanterns Who Can Weirdly Tell When I’m Ovulating,2016
How To Pilfer His Popcorn Like A Sneaky Little Squirrel,2016
Feminist Fail: Caitlin Can’t Even Grind Her Own Nut Butter,2016
The Hardest Part About Dating Is That I Refuse To Do It,2016
Cozy Halloween Costumes That You Can Still Catch A Dick In,2016
Amazing Hot Air Balloon Trips to Corner Him About Those Texts In His Phone,2016
Interdimensional Portals To Escape Into When He Calls His Ex-Girlfriend “Crazy”,2016
Phone Conversation With Mom Just A List Of Things Daughter Ate Today,2016
I’m Not Going to Feel Bad About Watching ‘Hocus Pocus’ During Sex,2016
"Woman Tell Man “I Like You,” and He Get So Scared He Go “Whoa Whoa Whoa” and Fall Down Stairs",2016
Amazing! This Woman Went 25 Years Without Ever Paying For Her Own Weed,2016
The Best Sticky Bras To Keep Your Nipples a Secret,2016
Makeup Tips From That Clown Lurking Around Your Neighborhood,2016
"Uh Oh, Vegetarians! New Study Finds That Plants Can Hear You Having Sex",2016
"‘I Don’t Usually Do This,’ Says Woman Stroking Man’s Ego",2016
I Had An Out-of-Body Experience At My Wedding And Now I Can’t Get Back In,2016
Cute Etsy Wall Decals That Will Convince Others You’re Laughing and Loving,2016
"4 Lubes That Say, ‘It’s Not Weird That I Need This’",2016
"Little Comments To Remind Everyone That You Were There, Too",2016
Chic Blazers To Hide That You Forgot To Put On Deodorant Again,2016
"Time Management Tips For When You Open 1,000 Browser Tabs",2016
Whoa! This Clairvoyant Woman Predicts Regretting Dessert Later,2016
Why I Decided To Timeshare My Child,2016
I Can’t Believe My Ex is Already Engaged in This Race War,2016
Fall Boyfriends To Put Away In Your Attic Once This Season Ends,2016
5 Ominous Crows Who Signal Everything That’s Coming To Netflix This Fall,2016
Cocktail Party Conversation Starters That Will Just Kind of Peter Out After a Minute or Two,2016
How I Networked My Way Back Into Another Internship,2016
Friend Who ‘Hates TMI’ Also Eager to Change Her Clothes in Front of You,2016
5 Superfoods That Won’t Boost Your Brainpower Enough To Stop Texting Scott Back,2016
How I Learned To Love My Body and Embrace This Gaping Wound,2016
"How Often You and Your Partner Should Be Having Sex, According to Police",2016
5 True Crime Obsessions To Help You Fit In At Work,2016
Outfits That Prove You’re Qualified To Give Spiritual Advice to Old People,2016
"Woman Announces Completion of Her Ph.D. Thesis With, ‘So I Wrote a Thing…’",2016
"Let’s Agree To Disagree, Then Ultimately Learn Nothing From Each Other",2016
Fool-Proof Ways to Trick a Man Into Loving You Until He’s Dead,2016
How To Clean Your Phone Screen Without Smudging It or Liking John’s Picture on Instagram,2016
Cheap Breakfast Ideas That Require A $500 Blender,2016
I Support Donald Trump Because He Says What Everyone In My Militia Is Thinking,2016
Allison Invents New Pasta Sauce That’s Just Wine,2016
Amazing! This Woman Stopped Wearing Makeup And She Looks Sooooo Tired,2016
5 Kick-Ass Flute Solos to Charm His Dick Like A Cobra,2016
Drunk Tiffany Actually Better Driver Than Sober Rachel,2016
I Got It Twisted,2016
Help! I Yelled ‘Yaaas!’ For So Long A Bird Flew Into My Mouth,2016
Woman Thinking About Getting Tattoo for The Past Ten Years,2016
5 Guys Who Are Maybe Worth The Risk of a UTI,2016
This Asshole Doctor Says Exercise Will Help Treat Depression,2016
Which of the Original Cast of Power Rangers Would You Fuck? Is It Zack?,2016
Woman Interrupted 25 Times When Sharing Thoughts on Presidential Debate,2016
How to Fart Funny Like Man Butts Do,2016
How Long Can Cookie Dough Sit Out Before I Eat It Regardless Of Your Advice?,2016
"Is He The One, Or An Old-Timey Railway Scamp Looking For A Place to Stay?",2016
6 Great Yoga Poses to Asphyxiate on Your Own Breasts,2016
My Mom Ate My Leftover ‘Fuck Me Pasta’ and Now She Won’t Stop Humping the Furniture,2016
Wow! This Woman Said ‘No Worries!’ So Many Times She Blacked Out,2016
5 Pairs of Brown Leather Ankle Boots That Look Exactly the Same,2016
"Five Scents That Still Won’t Cover Up Your BO, Sorry",2016
"I’m a Feminist, but This Men’s Choir Moved Me to Tears",2016
Antioxidant-Rich Foods to Consume Until You are More Antioxidant than Woman,2016
I’m Not Like Most Girls. I’m On the Supreme Court.,2016
Man Judging Woman For Her Looks Complains She Won’t See Past His,2016
Entry-level Employee Somehow Has Imposter Syndrome,2016
4 Face Masks to Undo Summer Sun and Psychological Damage,2016
BREAKING: Becca Is Working On Her Posture Again,2016
Mom Just Wants You to ‘Sparkle’ Again,2016
My Husband Wants To See Other Women – Should I Let Him Out Of This Wicker Cage?,2016
5 Amazing Highlighters So That You Can Finally Become the Moon,2016
"10 Men We Can Still Admire, As Far As We Know",2016
Elle Fanning Has An Amazing New Pumice Stone,2016
Easy Weeknight Meals That Are Just Whatever’s At The Bottom Of Your Purse,2016
Woman Gets Married on Boat So No One Can Leave Early,2016
I Think My Cult Might Be A Cult?!,2016
Casual Looks to Take You From Day to Not Having Plans at Night,2016
Black Man Arrested For Resisting Murder,2016
On Mouth Time: Confessions! (w/ Matt Rogers and Rachel Wenitsky),2016
"Angelina Won’t Let Kids Go to Brad’s New Pad, Calls It ‘Hot Dog Den’",2016
"‘We’re All Made Of Stardust,’ Says Woman Wearing Period-Stained Soffe Shorts",2016
I’m Waiting Until Marriage Because God Wants My Pussy Extra Tight,2016
Insensitive Coworker Thinks Astrology Is Some Kind Of Joke Or Something,2016
Guys Reveal Which Condom Brands They Love to Give You a Hard Time About Wearing,2016
Wow! This Feminist Won’t Stop Doing Her Italian Chef Impression On First Dates,2016
Group Halloween Costumes You Don’t Have Enough Friends For,2016
4 Pool Parties to Attend When Your Period Is Almost Over But Not Quite,2016
The Most Soothing Essential Oils That Can’t Fix What Mark Did,2016
Woman Worried Relationship Not Hayride Ready,2016
Why I Quit My Job To Live Off My Private Wealth,2016
This Woman Gained Respect in the Workplace After She Stopped Introducing Herself as ‘Dumb Beth’,2016
Razor Scooters for Answering That Booty Call Like Zooooooommm,2016
4 Lipsticks You Can Also Put On Your Eyes If That’s Fun For You,2016
"My Instagram Makes My Life Look Perfect. In Reality, It’s Just Really, Really Good",2016
Hollywood Butt Chins You Can Ride Like a Half-Pipe,2016
Stylish Dresses You Won’t Be Able To Bend Your Arms In,2016
My Messy Buns Are Always Too Tidy,2016
How To Make Sure He Isn’t Just Into You for Your Nuanced Takes on Current Events,2016
The Best Luxury Gyms To Just Take a Poop and a Shower In,2016
"4 Canvas Tote Bags That Say, ‘My Houseplants Are Still Alive’",2016
5 Horse Girls Who Grew Into Beautiful Horse Women,2016
New Fall Fashion Trends That Are Also Old Fashion Trends,2016
Beautiful Apartments That Will Fuck With Your Bohemian Aesthetic,2016
This Will Be Your New Favorite Sex Position to Fantasize About Other Couples Trying,2016
"At The End of the Day, My Sister Still Sucks and I Hate Her",2016
"Are You In A Toxic Friendship, Or Did An Oil Pipeline Just Poison Your Entire Water Supply?",2016
Why I’m Freezing My Kinder Eggs,2016
Sobbing Woman ‘Can’t Complain’,2016
"Wedding Gifts That Say, ‘We Get It, You’re In Love’",2016
I Didn’t Join This Restorative Reiki Beginners Workshop to Make Friends,2016
Budget-Friendly Travel Ideas for the Couple Looking to Break Up,2016
Spice Up Your Fall With a Basket of Deplorables,2016
On Mouth Time: Adulting! (w/ Shannon O’Neill),2016
Amazing! This Woman Lost 20 Pounds by Gaining 30 First,2016
Blushes To Make Your Cheeks Look Like Lil’ Cherub Butts,2016
Everyday Workout Tips To Get The Sturdy Legs of an Antique Table,2016
Cute Fall Sweaters for When You Want to Look a Little Bit Pregnant,2016
"If Donald Trump Becomes President, I Am Moving to Alaska",2016
8 Cranberry Cocktails That Won’t Help Your UTI At All,2016
Cute Outfits That No One Fucking Instagrammed Tonight,2016
The Best Wines To Pair With Your Shitty Attitude,2016
"Shawls That Say, ‘I Also Have A Wind Chime Garden’",2016
Here’s Where All The Baby Weight Went,2016
I Fucked My Husband Every Day For a Year and Now We’re All Fucked Out,2016
Ways To Play It Cool When Debby At The Salon Gives You An ASMR Bodygasm,2016
6 Guys You’ll Meet At The Gym Despite Your Best Efforts,2016
How to Remain Centered When the Available Titles on Netflix Are Constantly Changing,2016
Perfumes You Could Use Instead of Spraying Febreze Down Your Bra,2016
"4 Horizontal-Striped Shirts That Say, ‘I’m Reading a Book Set in Europe’",2016
5 Magical Summers to Remember Fondly Instead of the Real Ones You Spent at Fat Camp,2016
Self-Care Strategies That Are Actually Just The Seven Deadly Sins,2016
5 Ways to Make Peace With The Ghost of a Murdered Silent Film Ingénue Living In Your House,2016
5 Mindfulness Mantras to Get Your Group Chat To Focus Up,2016
"5 Colored Powersuits That Say, ‘If I Were a Man I Would Have So Many Solar System Ties’",2016
Time for Becky to Start Freaking Out About Halloween,2016
Wow! This Woman Has Two Dads and Is a Disappointment to Both of Them,2016
"How to Say I Love You, Not Spray I Love You",2016
The Best of Mouth Time!,2016
Woman Looking at Menu Prices Has Yet to Look at Actual Food Offered,2016
Healthy Smoothie Bowls That Honestly Aren’t Worth the Effort,2016
So You’ve Accidentally Swallowed Your Beautyblender Sponge,2016
This Physicist Developed a Complex Scientific Formula to Tell You if Your Hangout is a Date,2016
"Shower Sex Positions That Say, ‘I Need to Actually Clean Myself, Though’",2016
The Most Absorbent Bodysuits For When You Pee In Yours,2016
How to Dress Like a Fashion Editor Isn’t Shooing You out of Her Closet with a Broom,2016
Fall Jeans So Tight That You Can’t Fart,2016
"Hot Sexts To Feel Weird While Typing, Then Delete",2016
"How To Get Messy, 1930s Dust Bowl Eyebrows",2016
My Daughter Is A Lil Freak,2016
5 Guys Who Can Do Both Male and Female Chores,2016
5 Perfumes That Will Make Jared HAVE To Sniff Your Neck,2016
How To Get All the Clutter Out of Your Pores,2016
Woman Eats Entire Pie Just By Evening Out The Edges,2016
6 Cheese Wheels For When You Give Up On Sex,2016
"I’m Not Really Into Craft Beer, I’m Just Here for the Dick",2016
"The Two Places In Your House To Put Pillows, You Moron",2016
7 Aidens Who Were Perfect Before You Got To Know Them,2016
Breathtaking Views That Look Even More Magnificent Through Megyn’s Thigh Gap,2016
How to Make Your Queefs Adorable by Inserting a Squeak Box in Your Vagina,2016
5 Yoga Poses to Make Sure Your Body is Dan Ready,2016
"I’m Not Ready For A Relationship, But I Am Ready To Caption Instagram Posts With ‘The Boy’",2016
Men’s Deodorants To Wear So You Can Go ‘Fuck! Is There A Man Around?’,2016
Bride Asks Bridesmaids To Just Send Over Blank Check,2016
Kelly’s Office Birthday Card Has Really Gone Off The Rails,2016
My Boyfriend Brushes My Hair So I Don’t Shed On His Couch,2016
The Most Delicious Foods You Can Still Technically Call A Salad,2016
5 Rompers that Looked Like Dresses On The Rack,2016
How to Edge Out His Needy Dog and Become the Only Very Good Girl in His Life,2016
How to Put Spaces Between Words to Make You Seem Like a  F r e e   S p i r i t,2016
Why I Married My Husband Ironically,2016
Woman Who Can’t Afford A/C Owns Nine Salt Lamps,2016
"7 Reasons You’re Not Your Guy Friend’s Type, Not That You Asked",2016
Vibrator Exhausted,2016
Strong Female Characters Who Haven’t Proven They Can Do A Burpee,2016
Sasha Obama Proves She’s A Normal Teen by Dating an Emotionally Distant Vampire,2016
Waxing Methods That Are Less Effective Than Wearing Shorts on a Hot Leather Seat,2016
Kayla Finally Drunk Enough To Start Rapping,2016
Quick Snacks To Eat In The Three Minutes It Takes To Microwave Your Meal,2016
"‘I’m So Clumsy,’ Says Woman Falling Into Abyss",2016
Attractive Woman Just Finds Thongs More Comfortable,2016
Drinks To Let Him Buy You Because Birth Control Costs $50 A Pack,2016
Emojis to Use When You’re Done Pretending Everything’s ‘100’,2016
6 Red Flags You’ll Zoom Past On Your Way to Dicktown,2016
Men Name Their Favorite Part of a Woman They Feel Entitled To,2016
Should You Change Out of Sweatpants According to Your Horoscope?,2016
I LIVED IT: My Boyfriend Started Wearing Sunglasses on the Back of His Head,2016
Creams For Your Mound,2016
Hot Brunch Spots To Take The Kids While Derek Is On His Vision Quest,2016
5 Harry Potter Quotes That Will Make You Feel Like a Fucking Virgin All Over Again,2016
4 Hair Trends The Kardashians Invented But Don’t Fact Check It,2016
The Best Crystals To Get You Through Another Year Without Health Insurance,2016
Could Cheating Be In His DNA? Dig Up His Dead Ancestors’ Bones to Find Out,2016
Wow! These Beautiful Plus-Sized Women Want Us to Please Stop Taking Photos of Them,2016
On Mouth Time: We’re Slut-lebrating our Favorite Sluts! (w/ Gaby Dunn),2016
I’m Just A Laid-back Girl Who Wants to Meet Her Husband Immediately,2016
How To Make The Geese Flying South About You,2016
The Most Romantic Airports For Chasing Down The Love Of Your Life Before He Boards That Plane to Art School,2016
Crop Tops You Can Tug And Stretch Into Full Shirts,2016
Sex Stuff His Ex Definitely Did That You’re Also Totally Cool With,2016
Woman Who Signs Emails ‘Cheers’ Actually Dehydrated,2016
I Didn’t Take His Last Name Because I’m a Feminist and Also It’s Butt,2016
Sorry I Didn’t Respond To Your Text! I Get Overwhelmed By Simple Tasks,2016
Contouring Techniques to Make Your Face Look Like a Rocky Seaside Cliff,2016
6 Solo Trips Every Girl Should Take Immediately So I Can Have All The Dick To Myself,2016
7 Jobs You Can Do From Home If You Have Weak Eyebrows,2016
Spice Up Your Marriage By Losing Your Kids in a Wal-Mart,2016
5 Ways To Get Him To Chow Down On That Box,2016
Cute Bows to Match Your Victorian Little Girl Ghost Look,2016
Woman Spends Best Day of Her Life Trying Not To Spill Stuff On Her Dress,2016
"How to Thank Your Friends for Their Support That Will Make Them Ask, ‘OMG What Happened??’",2016
Chrissy Teigen Tweets Exactly What You Are Thinking While Being Exactly 10 Times As Hot,2016
Breathing Exercises For When Your Fitness Teacher Clearly Hates You,2016
I’m Starting a Pin Collection So Don’t Tell Me I’m Not Quirky,2016
Rock These 90s Trends That Your Parents Were Too Poor to Buy You!,2016
4 Best Shampoos For Your Roommate To Use Little By Little,2016
I Could’ve Been An Olympian If I Wasn’t So Busy Being Popular in High School,2016
Feminist Win! Women Dominate the Women’s Gymnastics Team at the Olympics,2016
How to Remember To Take Your Birth Control But Forget that Justin Likes Coldplay,2016
"Summer Scarves That Say, ‘I Got My Neck Sucked Like A Preteen Last Night’",2016
Amazing! This Woman Said ‘No’ To Western Beauty Ideals And Then Said ‘Yes’,2016
"5 Everyday Gifts For Your Guy That Will Definitely Scare Him Away, Karen",2016
Prostate-Teasing Sex Moves To Pretend He Is But a Puppet,2016
Water Birth Or La Croix Birth?,2016
"How To Ask, ‘How Was Your Weekend?’ Without Being TOO Much",2016
How to Misinterpret Every Sentence As ‘You’re Perfect’,2016
6 Devil’s Advocates You’ll Date In Your Twenties,2016
More Places Besides Airplanes You Can Bring Goody Bags to Apologize for Your Child,2016
Wow! This Woman Had A Headache And Told No One,2016
My Boyfriend Called Himself ‘Ya Boy’,2016
Saleswoman Guesses Bra Size Correctly Like Some Kind Of Fucking Wizard,2016
On Mouth Time: It’s Woman Crush Wednesday! (w/Kelly Hudson and Sam Martin),2016
This Brave Man Hates Social Media Witch Hunts So Much He Decided To Start His Own,2016
"Fun Summer Cocktails When They Ask You ‘Well, What Were You Drinking?’",2016
How to Stop Listening to What a Woman’s Outfit Says and Start Listening to Her Mouth,2016
Chill Ways to Just Sort of Live with It,2016
Is It Technically Rape If I Have to Explain to Him What Counts As Rape?,2016
This Rapist Has Figured Out a Way to End Rape Culture,2016
How to Be an Ally to Both a Rapist and His Victim,2016
We Asked These Men Why They’re Afraid of Commitment and They Ran Away From Us,2016
"Fuck, Marry, Kill: Your Rapist, Your Abuser, or The Cops Who Did Nothing",2016
I Anonymously Reported My Rape for the Anonymous Attention,2016
Have You Considered Spending $300 On a Self-Defense Class?,2016
Man Who Sexually Assaulted You Likes Your Facebook Post About Assault,2016
Let Me Tell You What An Actual Witch Hunt Looks Like,2016
"‘Most Women Lie About Rape,’ Says Man Lying About Rape",2016
We Built This Robot to Explain Rape Culture to Men,2016
Cute! These Dresses Have Pockets Which Make It Easier to Steal Stuff,2016
"Hey It’s Me, Your Friend Who Posts Candid Photos of Everyone",2016
"Statistics About Inequality He’ll Respond To With, ‘I Guess So’",2016
"How To Campaign For Hillary In A Quiet, Doubtful Way",2016
Diamond-less Engagement Rings to Try Really Hard to Want,2016
5 Up-and-Coming Cities to Move To After You Sleep With Your Roommate,2016
Herbal Supplements That Will Make Your Vaginal Juices Taste Bad,2016
Wow! Woman Uses Brush to Apply Makeup Instead of Finger Like Some Kind of Queen,2016
5 Exciting Fashion Trends Your Boyfriend Will Call a Dress,2016
5 Beautiful Centerpieces No One Will Take Home Because You Scheduled a Weekday Wedding,2016
Handwoven Shawls for When You Want to Look Feeble,2016
Get Rid Of Your Beach Body For Fall!,2016
"Actually, I’m Not Sorry My Room Was Such A Mess",2016
Choices Every Woman Needs To Make On Her Own Time Right Now,2016
6 Morning Workout Classes Your Roommate Would Never Sleep Through,2016
The Most Talented Olympic Athletes You’re Gonna Wanna Rub Your Boobs On,2016
His Dick Was So Hard I Chipped a Tooth On It,2016
24-Hour Claritin That Transitions Seamlessly From Day to Night,2016
Audrey Is Getting Super Into Twine,2016
"I Believe That This Crystal Is Deodorant, And That’s Enough",2016
6 Inspiring Husbands Of Olympic Medalists,2016
On Mouth Time: Stars! They’re Just Like Quenn (w/ Eliot Glazer),2016
"Power Suits That Say, ‘Wife Material!’",2016
Why Women NEED Safe and Reliable Access to LaCroix,2016
Man In Fedora Just Wants To Talk,2016
How to Be the Sort of Woman Troubled Artists Want to Paint,2016
Which Calendars Were Popular The Year You Were Born?,2016
Guy Who Hates Small Talk Also Hates Listening,2016
Aww! This Bride Had a Harry Potter Themed Wedding Because She’s a Fucking Nerd,2016
I Married A Man Because I Was So Impressed That He Could Say ‘Ni Hao’,2016
Fun Girls’ Night Ideas Because He Blew You Off,2016
"My Horoscope Said Nothing About This Massive Fuck Party, And Yet, Here I Am",2016
LaCroix Wins Seltzer Olympics,2016
Wow! This Guy Can Explain Nihilism Without Anyone Asking Him To,2016
5 Paneras That Will Calm Your Mom’s Fears About Your Neighborhood,2016
4 Other Hearts You Can Destroy Until Christopher Realizes He’s in Love with You,2016
At-Home Workouts You Can Do In a Public Park if You’re Hot Enough,2016
Rachel Engaged Despite Already Having Everything,2016
Aww! This Couple of 70 Years Died Within Minutes of Each Other During a Botched Robbery,2016
Want To Feel Old? Look At This Pic Of Your Childhood Hamster’s Bones,2016
"I’m Not Here to Make Friends, Except for Those Who Aren’t A Threat to Me Sexually",2016
Pro Tips for Farting Your Way Out Of This Tinder Date,2016
Jeggings That Look Better on the 12-Year-Old They Were Meant For,2016
"3 Things Your Nutritionist Knows, But Won’t Tell You Because He’s an Asshole",2016
"6 Times Maisie Williams Made You Think, ‘Sure, I Can Do Thai For Lunch’",2016
Delicious Vegan Recipes That Show You Definitely Know What Nutritional Yeast Is For,2016
"5 Pairs of Tevas That Say, ‘I Considered Taking Shrooms This Weekend’",2016
5 Cute Bicycle Baskets to Distract from Your Training Wheels,2016
Remarkable! This Woman Remembers to Take Birth Control Even When Not Getting Regularly Rammed,2016
Perfectly Preserved Fossil Shows Cavewoman Treating Herself,2016
Sex Moves That Crack Your Back Real Good,2016
5 Vegetarian Dishes That Look Like Real Meat When You Burn Them,2016
On Mouth Time: Cravings! (w/ Christine Nangle),2016
Romantic Date Ideas For Your Friends In Healthy Relationships,2016
Totally Adorable Shorts That Fit You Last Fucking Summer,2016
Recent College Grad Has Sinking Feeling Everything Costs Money,2016
Amazing! Danielle Dropped A Full Beer and Acted Like Nothing Was Wrong,2016
100-Calorie Snacks to Eat 12 Of In One Sitting,2016
Do This Now or You’ll Get Slimed in Front of Your Crush,2016
"They Taught Me To Smile, Not To Be Not Racist",2016
"Top Date Spots That Don’t Really Matter, You Already Know How You Feel About This Guy",2016
Wow! Study Finds That You Can Vote For Hillary And Keep Your Dick,2016
"5 Beauty Products That Sound Like BS, But Actually Made Us Cum Everywhere?",2016
Woman Trains For Marathon While Trash Remains Too Exhausting To Take Out,2016
"5 Clever Catcall Responses Because That’s Our Job Too Now, Apparently",2016
I Wore a Fat Suit for a Week to Find Out What Tyra Felt Like When She Wore a Fat Suit,2016
"Beauty Secrets Are No Fun, Beauty Secrets Hurt Someone",2016
"Tanning Gave Me Skin Cancer, and This Bumpin’ Tan!",2016
"Dog Clickers That Say, ‘Kevin, I Need You To Be Present While We’re at My Family BBQ’",2016
HELP! My Roommate Said We Should Buy One Doughnut And Split It,2016
The Best Beach Poses to Pair with Social Justice Captions on Instagram,2016
Is He Flirting With You Or Does He Really Not Know How to Make a Strawberry Banana Smoothie?,2016
7 Beach Reads That Just Happen To Be The Books Jack Liked On Facebook,2016
Five Sexy Ways to Glue Hair Back On,2016
6 Nail Polishes to Complement Your Bleeding Cuticles,2016
"5 Things You Should NEVER Forgive Him For, Unless He’s Michael",2016
Friend Scrolling Through Your Phone Dangerously Close To Trove Of Dick Pics,2016
Dress That Can Be Worn 100 Ways Worn 0 Ways,2016
On Mouth Time: We Got Our Boobs Measured! (w/Becky Drysdale),2016
5 White Wines to Fucking Bathe in This Summer,2016
"Own The Room By Introducing Yourself with, ‘I Came to Fuck’",2016
3 Cute Ways To Breathe Very Quietly Inside Brian’s Closet,2016
DIY Scrubs You Can Make At Home If You Actually Keep Refined Sugar in Your House,2016
Women Are So Catty Except Almost Every Woman I’ve Ever Met,2016
QUIZ: Can You Tell Which One of These Bats is the One I Used to Ruin Rob’s Car?,2016
How to be a Participation Trophy Wife,2016
Selfless Friends Agree That It’s Alyssa’s Turn To Get The Most Drunk,2016
